name,city,neighborhood,place,views_median,views_sum,name_clean,lat,lng,extract,state
Bill Clinton,Hope,,Hope,11296,21955767,Bill Clinton,33.6670615,-93.5915665,"William Jefferson Clinton is an American politician who served as the 42nd president of the United States from 1993 to 2001. Prior to the presidency, he was the governor of Arkansas from 1979 to...",Arkansas
Richard Nixon,Saddle River,,Saddle River,11286,18068885,Richard Nixon,41.0317637,-74.1020866,"Richard Milhous Nixon was an American politician who served as the 37th president of the United States from 1969 until 1974, when he resigned from office, the only American president to do so. He had...",New Jersey
Richard Nixon,Yorba Linda,,Yorba Linda,11286,18068885,Richard Nixon,33.8885035,-117.8132571,"Richard Milhous Nixon was an American politician who served as the 37th president of the United States from 1969 until 1974, when he resigned from office, the only American president to do so. He had...",California
Richard Nixon,San Clemente,,San Clemente,11286,18068885,Richard Nixon,33.4273521,-117.6126004,"Richard Milhous Nixon was an American politician who served as the 37th president of the United States from 1969 until 1974, when he resigned from office, the only American president to do so. He had...",California
Richard Nixon,Whittier,,Whittier,11286,18068885,Richard Nixon,33.9791793,-118.032844,"Richard Milhous Nixon was an American politician who served as the 37th president of the United States from 1969 until 1974, when he resigned from office, the only American president to do so. He had...",California
Bill Clinton,Little Rock,,Little Rock,11236,22062283,Bill Clinton,34.7464809,-92.2895948,"William Jefferson Clinton is an American politician who served as the 42nd president of the United States from 1993 to 2001. Prior to the presidency, he was the governor of Arkansas from 1979 to...",Arkansas
Bill Clinton,Fayetteville,,Fayetteville,11236,22062283,Bill Clinton,36.082156,-94.1718542,"William Jefferson Clinton is an American politician who served as the 42nd president of the United States from 1993 to 2001. Prior to the presidency, he was the governor of Arkansas from 1979 to...",Arkansas
Zac Efron,Arroyo Grande,,Arroyo Grande,11213,17560130,Zac Efron,35.1185868,-120.5907252,"Zachary David Alexander Efron is an American actor. He began acting professionally in the early 2000s, and rose to prominence in the late 2000s for his leading role as Troy Bolton in the High School...",California
Zac Efron,San Luis Obispo,,San Luis Obispo,11213,17560130,Zac Efron,35.2827524,-120.6596156,"Zachary David Alexander Efron is an American actor. He began acting professionally in the early 2000s, and rose to prominence in the late 2000s for his leading role as Troy Bolton in the High School...",California
Ben Affleck,Berkeley,,Berkeley,11081,18820424,Ben Affleck,37.8715926,-122.272747,"Benjamin Géza Affleck-Boldt is an American actor, director, producer, and screenwriter. His accolades include two Academy Awards, three Golden Globe Awards, two BAFTA Awards, and two Screen Actors...",California
David Bowie,Woodstock,,Woodstock,11060,31953364,David Bowie,42.0409247,-74.1181971,"David Robert Jones, known professionally as David Bowie was an English singer-songwriter and actor. He was a leading figure in the music industry and is considered one of the most influential...",New York
Ted Bundy,Tallahassee,,Tallahassee,11037,35140939,Ted Bundy,30.4382559,-84.2807329,"Theodore Robert Bundy was an American serial killer, kidnapper, rapist, burglar, and necrophile who assaulted and murdered numerous young women and girls during the 1970s and possibly earlier. After...",Florida
Ted Bundy,Burlington,,Burlington,11037,35140939,Ted Bundy,44.4758825,-73.212072,"Theodore Robert Bundy was an American serial killer, kidnapper, rapist, burglar, and necrophile who assaulted and murdered numerous young women and girls during the 1970s and possibly earlier. After...",Vermont
Ted Bundy,Salt Lake City,,Salt Lake City,11008,29933258,Ted Bundy,40.7607793,-111.8910474,"Theodore Robert Bundy was an American serial killer, kidnapper, rapist, burglar, and necrophile who assaulted and murdered numerous young women and girls during the 1970s and possibly earlier. After...",Utah
Snoop Dogg,Long Beach,,Long Beach,10911,17109229,Snoop Dogg,33.7700504,-118.1937395,"Calvin Cordozar Broadus Jr., known professionally as Snoop Dogg, is an American rapper, singer, record producer, television personality, entrepreneur, and actor. His music career began in 1992 when...",California
Nicki Minaj,Queens,Jamaica,Jamaica,10856.5,18368327,Nicki Minaj,40.702677,-73.7889689,"Onika Tanya Maraj, known professionally as Nicki Minaj, is a Trinidadian-born rapper, singer, songwriter, actress, and model. Born in Saint James, Port of Spain, Trinidad and Tobago and raised in...",New York
Bob Marley,Wilmington,,Wilmington,10854,16856444,Bob Marley,39.744655,-75.5483909,"Robert Nesta Marley, OM was a Jamaican singer and songwriter. Considered one of the pioneers of reggae, his musical career was marked by blending elements of reggae, ska, and rocksteady, as well as...",Delaware
Madonna (entertainer),Queens,Corona,Corona,10806.5,17957727,Madonna,40.7449859,-73.8642613,"Madonna Louise Ciccone is an American singer, songwriter, actress and businesswoman. Referred to as the ""Queen of Pop"" since the 1980s, Madonna is known for pushing the boundaries of songwriting in...",New York
Madonna (entertainer),Rochester,,Rochester,10770,16953632,Madonna,42.680588,-83.1338214,"Madonna Louise Ciccone is an American singer, songwriter, actress and businesswoman. Referred to as the ""Queen of Pop"" since the 1980s, Madonna is known for pushing the boundaries of songwriting in...",Michigan
Madonna (entertainer),Bay City,,Bay City,10770,16953632,Madonna,43.5944677,-83.8888647,"Madonna Louise Ciccone is an American singer, songwriter, actress and businesswoman. Referred to as the ""Queen of Pop"" since the 1980s, Madonna is known for pushing the boundaries of songwriting in...",Michigan
Tom Brady,San Mateo,,San Mateo,10676,31290803,Tom Brady,37.5629917,-122.3255254,"Thomas Edward Patrick Brady Jr. is an American football quarterback for the New England Patriots of the National Football League (NFL). Brady has played in nine Super Bowls, and been on the winning...",California
Edward Snowden,Elizabeth City,,Elizabeth City,10629,21520796,Edward Snowden,36.2946008,-76.2510461,Edward Joseph Snowden is an American whistle-blower who copied and leaked highly classified information from the National Security Agency (NSA) in 2013 when he was a Central Intelligence Agency (CIA)...,North Carolina
Matthew McConaughey,Uvalde,,Uvalde,10513,16325895,Matthew McConaughey,29.2096836,-99.7861679,"Matthew David McConaughey is an American actor and producer. He first gained notice for his breakout role in the coming-of-age comedy Dazed and Confused (1993), before going on to appear in the film...",Texas
Matthew McConaughey,Longview,,Longview,10513,16325895,Matthew McConaughey,32.5007037,-94.7404891,"Matthew David McConaughey is an American actor and producer. He first gained notice for his breakout role in the coming-of-age comedy Dazed and Confused (1993), before going on to appear in the film...",Texas
Matthew McConaughey,Austin,,Austin,10506,16436106,Matthew McConaughey,30.267153,-97.7430608,"Matthew David McConaughey is an American actor and producer. He first gained notice for his breakout role in the coming-of-age comedy Dazed and Confused (1993), before going on to appear in the film...",Texas
Julia Roberts,Smyrna,,Smyrna,10458,16311177,Julia Roberts,33.8839926,-84.5143761,"Julia Fiona Roberts is an American actress and producer. She became a Hollywood star after headlining the romantic comedy Pretty Woman (1990), which grossed $464 million worldwide. She has won three...",Georgia
Julia Roberts,Taos,,Taos,10458,16311177,Julia Roberts,36.4072485,-105.5730665,"Julia Fiona Roberts is an American actress and producer. She became a Hollywood star after headlining the romantic comedy Pretty Woman (1990), which grossed $464 million worldwide. She has won three...",New Mexico
Chris Evans (actor),Sudbury,,Sudbury,10266,16958036,Chris Evans,42.3834278,-71.4161725,Christopher Robert Evans is an American actor. Evans is known for his superhero roles as the Marvel Comics characters Captain America in the Marvel Cinematic Universe and Human Torch in Fantastic...,Massachusetts
Johnny Cash,Hendersonville,,Hendersonville,10246,16545524,Johnny Cash,36.3047735,-86.6199957,"Johnny Cash was an American singer-songwriter, guitarist, actor, and author. He is one of the best-selling music artists of all time, having sold more than 90 million records worldwide. Although...",Tennessee
Kris Jenner,San Diego,,San Diego,10227,15783840,Kris Jenner,32.715738,-117.1610838,"Kristen Mary Jenner is an American television personality, entertainment manager, producer, businesswoman, and author. She rose to fame starring in the reality television series, Keeping Up with the...",California
Demi Lovato,Albuquerque,,Albuquerque,10212,20267903,Demi Lovato,35.0843859,-106.650422,"Demetria Devonne Lovato is an American singer, songwriter, and actress. After appearing on the children's television series Barney & Friends as a child, she received her breakthrough role as Mitchie...",New Mexico
Ellen DeGeneres,Metairie,,Metairie,10125,16772583,Ellen DeGeneres,29.9840922,-90.1528519,"Ellen Lee DeGeneres is an American comedian, television host, actress, writer, and producer.She starred in the popular sitcom Ellen from 1994 to 1998 and has hosted her syndicated TV talk show, The...",Louisiana
Ellen DeGeneres,Atlanta,,Atlanta,10125,16772583,Ellen DeGeneres,33.1137419,-94.1643537,"Ellen Lee DeGeneres is an American comedian, television host, actress, writer, and producer.She starred in the popular sitcom Ellen from 1994 to 1998 and has hosted her syndicated TV talk show, The...",Texas
Mike Tyson,Henderson,,Henderson,10109,16634594,Mike Tyson,36.0395247,-114.9817213,Michael Gerard Tyson is an American former professional boxer who competed from 1985 to 2005. He reigned as the undisputed world heavyweight champion and holds the record as the youngest boxer to win...,Nevada
Mike Tyson,Catskill,,Catskill,10109,16634594,Mike Tyson,42.2146071,-73.959494,Michael Gerard Tyson is an American former professional boxer who competed from 1985 to 2005. He reigned as the undisputed world heavyweight champion and holds the record as the youngest boxer to win...,New York
Mike Tyson,Bernardsville,,Bernardsville,10109,16634594,Mike Tyson,40.7187119,-74.569324,Michael Gerard Tyson is an American former professional boxer who competed from 1985 to 2005. He reigned as the undisputed world heavyweight champion and holds the record as the youngest boxer to win...,New Jersey
Ellen DeGeneres,New Orleans,,New Orleans,10095,16878167,Ellen DeGeneres,29.9510658,-90.0715323,"Ellen Lee DeGeneres is an American comedian, television host, actress, writer, and producer.She starred in the popular sitcom Ellen from 1994 to 1998 and has hosted her syndicated TV talk show, The...",Louisiana
Mike Tyson,Brooklyn,Brownsville,Brownsville,10093,16857957,Mike Tyson,40.665214,-73.9125304,Michael Gerard Tyson is an American former professional boxer who competed from 1985 to 2005. He reigned as the undisputed world heavyweight champion and holds the record as the youngest boxer to win...,New York
