,headline_no_site,site,time,country,bias
285245,"Real life anime girl, Anastasiya Shpagina’s bizarre make up tutorial",style.yahoo.com,2012-10-04 07:00:00+00:00,UK,0.0
285246,S’pore hunk George Young: I’m no ladies’ man,style.yahoo.com,2012-09-06 07:00:00+00:00,UK,0.0
285286,Six year old Singapore girl steals Annie’s show,style.yahoo.com,2012-07-12 07:00:00+00:00,UK,0.16666666666666666
285287,S’pore blogger undergoes major facial surgery in Korea,style.yahoo.com,2012-07-25 07:00:00+00:00,UK,0.0
285288,Singaporean Korean girl group Skarf teases with ‘Oh! Dance’,style.yahoo.com,2012-08-10 07:00:00+00:00,UK,0.16666666666666666
285291,Fiona Yuen welcomes baby girl,style.yahoo.com,2013-08-12 07:00:00+00:00,UK,0.16666666666666666
285285,Save the Children Mother’s Index lists best and worst places to be a mother,style.yahoo.com,2013-05-09 07:00:00+00:00,UK,0.16666666666666666
285290,Young Singaporean tours with U.S. all female a cappella group,style.yahoo.com,2013-07-04 07:00:00+00:00,UK,0.16666666666666666
285284,Aerosmith rockers think Singapore women are ‘delicious’,style.yahoo.com,2013-05-22 07:00:00+00:00,UK,0.16666666666666666
285244,Amanda S. announces her divorce with Christian Cappelli,style.yahoo.com,2014-07-08 07:00:00+00:00,UK,0.16666666666666666
285229,Coco Lee says Singapore girl can be international supermodel,style.yahoo.com,2014-02-13 08:00:00+00:00,UK,0.16666666666666666
285243,Fathers Can Be Maternal Too: Men Can Care For Children As Well As Women,style.yahoo.com,2014-07-30 07:00:00+00:00,UK,0.16666666666666666
285247,George Hu faced suicide threat from a girl,style.yahoo.com,2014-10-15 07:00:00+00:00,UK,0.16666666666666666
285231,Gillian Chung admits Edison Chen has apologised to her,style.yahoo.com,2015-03-31 07:00:00+00:00,UK,0.16666666666666666
285232,Kary Ng cries a lot at her wedding,style.yahoo.com,2015-07-09 07:00:00+00:00,UK,0.16666666666666666
285235,Celebrity Mum Claire Sweeney Says Aspirin Stopped Her From Having A Third Miscarriage,style.yahoo.com,2015-02-19 08:00:00+00:00,UK,0.3333333333333333
285236,Born In The Wild: Controversial Reality Series Shows Women Give Birth In The Middle Of No Where – And With No Midwife,style.yahoo.com,2015-01-13 08:00:00+00:00,UK,0.16666666666666666
285643,Chloé Grace Moretz has dropped out of all her movies — here’s why,style.yahoo.com,2016-09-09 07:00:00+00:00,UK,0.16666666666666666
285642,Kajol reveals the story behind her infamous unibrow!,style.yahoo.com,2016-10-14 07:00:00+00:00,UK,0.16666666666666666
285624,Deep Bajaj   Redefining Female Hygiene With Pee Buddy.,style.yahoo.com,2016-07-12 07:00:00+00:00,UK,0.16666666666666666
285640,This is why some women can’t wear heels,style.yahoo.com,2016-10-06 07:00:00+00:00,UK,0.16666666666666666
285638,The ‘most beautiful girl in the world’ is all grown up!,style.yahoo.com,2017-09-13 07:00:00+00:00,UK,0.16666666666666666
285202,This woman was kicked out of the mall for wearing a 'slutty' outfit,style.yahoo.com,2017-06-13 07:00:00+00:00,UK,0.16666666666666666
285208,Dalljiet Kaur Reveals How She Lost 33 Kilos And It Is Truly Inspiring,style.yahoo.com,2017-05-31 07:00:00+00:00,UK,0.16666666666666666
285515,Teenage Girl Beaten by Morality Police for Wearing Ripped Jeans,style.yahoo.com,2017-02-21 08:00:00+00:00,UK,0.16666666666666666
285608,"Arjun Kapoor Slams A Website For Objectifying His Half Sister Janhvi Kapoor, Says It's Shameful",style.yahoo.com,2018-04-13 07:00:00+00:00,UK,0.16666666666666666
285387,"Famous MTV VJ Gaelyn Mendonca Gets Married To Her Long Time Boyfriend, Pictures Inside!",style.yahoo.com,2018-01-01 08:00:00+00:00,UK,0.16666666666666666
285523,"Tyuyu Jenny Hyeri, Center of girl group with a doll like beauty",style.yahoo.com,2018-09-21 07:00:00+00:00,UK,0.16666666666666666
285519,"'Do you all ever age?': Jada Pinkett Smith, 47, and her mother, 64, flash abs in gym selfie with Willow",style.yahoo.com,2018-09-24 07:00:00+00:00,UK,0.16666666666666666
285420,"Bollywood divas are battling it out in bandhani; take style notes, ladies.",style.yahoo.com,2019-11-06 08:00:00+00:00,UK,0.16666666666666666
285415,Ashley Graham is working to teach women how to embrace pregnancy — stretch marks and all,style.yahoo.com,2019-12-20 08:00:00+00:00,UK,0.16666666666666666
285414,Japanese women protest after being told not to wear glasses at work,style.yahoo.com,2019-11-11 08:00:00+00:00,UK,0.16666666666666666
285544,"Girl, 19, gets body shamed at church: 'Fat girls don't wear shorts'",style.yahoo.com,2019-07-02 07:00:00+00:00,UK,0.16666666666666666
342415,12 customizable Mother's Day gifts guaranteed to bring a smile to her face,style.yahoo.com,2020-04-24 07:00:00+00:00,UK,0.16666666666666666
342316,Bella Poarch opened up about the reason she has so many tattoos,style.yahoo.com,2020-11-12 08:00:00+00:00,UK,0.16666666666666666
342338,Woman investigates noise coming from ceiling and finds raccoon living there,style.yahoo.com,2020-11-20 08:00:00+00:00,UK,0.16666666666666666
342328,These 100 Popular Baby Girl Names for 2021 Are Perfect for Your Bundle of Joy,style.yahoo.com,2020-12-17 08:00:00+00:00,UK,0.16666666666666666
342736,Kris Jenner Broke Her Silence on Kim Kardashian's Divorce From Kanye West,style.yahoo.com,2021-03-19 07:00:00+00:00,UK,0.16666666666666666
342857,Woman warns TikTok after reaction to eyelash extensions: 'My face actually looked like a blobfish',style.yahoo.com,2021-06-03 18:19:00+00:00,UK,0.16666666666666666
342630,Tessica Brown's Gorilla Glue mishap went viral. Her story gets more complicated by the second.,style.yahoo.com,2021-02-11 08:00:00+00:00,UK,0.16666666666666666
342778,Woman receives 700 Botox injections in six years to relieve ‘crippling’ migraine pain,style.yahoo.com,2021-04-13 07:00:00+00:00,UK,0.16666666666666666
285710,"Three Days, Two Nights: A Chennaivasi Remembers Her Journey Home",thewire.in,2015-12-05 08:00:00+00:00,India,0.16666666666666666
285681,UN Urges Somalia to Ban Female Genital Mutilation,thewire.in,2016-08-03 07:00:00+00:00,India,0.16666666666666666
286244,The Resistance Against Female Genital Mutilation in India is Growing,thewire.in,2016-06-18 07:00:00+00:00,India,0.16666666666666666
285651,"From Fighting to Blogging, the Many Roles of Syria's Women",thewire.in,2016-10-08 07:00:00+00:00,India,0.16666666666666666
286246,Mother China: A 'Chinese Revolution' Sweeps Across Pakistan,thewire.in,2016-06-05 07:00:00+00:00,India,0.16666666666666666
285729,Can the Governor Defer Inviting Sasikala to Form the Government Even if She Has Majority Support?,thewire.in,2017-02-13 08:00:00+00:00,India,0.16666666666666666
285742,Independent Woman Candidate Hopes to Defeat Kagame in Bid for Rwandan Presidency,thewire.in,2017-05-04 07:00:00+00:00,India,0.16666666666666666
285787,Exploring the World of India’s Women Fish Workers,thewire.in,2017-03-06 08:00:00+00:00,India,0.16666666666666666
285828,A Planetary Scientist and Her Box of Pre Solar Grains,thewire.in,2017-10-01 07:00:00+00:00,India,0.16666666666666666
285971,What Manto’s 'Das Rupay' Tells Us About Sexual Violence Against Girls Today,thewire.in,2018-07-28 07:00:00+00:00,India,0.16666666666666666
286159,Why Women Construction Workers Will Continue to Deliver by the Roadside,thewire.in,2018-04-28 07:00:00+00:00,India,0.16666666666666666
286134,Kerala Govt's 'She Lodges' to Provide Safe Accommodation for Female Travellers,thewire.in,2018-11-12 08:00:00+00:00,India,0.16666666666666666
286270,Separate Law Necessary to Eliminate Practice of Female Genital Mutilation: Activists,thewire.in,2018-09-20 07:00:00+00:00,India,0.16666666666666666
286228,BJD to Reserve 33% Seats for Women in 2019 Lok Sabha Elections,thewire.in,2019-03-11 07:00:00+00:00,India,0.16666666666666666
286221,Battered but Not Broken: The Story of a Woman Naxal,thewire.in,2019-04-10 07:00:00+00:00,India,0.16666666666666666
285977,Mexican Women Use Sunlight Instead of Firewood or Gas to Cook Meals,thewire.in,2019-08-19 07:00:00+00:00,India,0.16666666666666666
285985,'The IPS Is More Diverse Today': Anju Gupta on Her Years in the Force,thewire.in,2019-07-07 07:00:00+00:00,India,0.16666666666666666
369919,'Silence Can't Refute Her Truth': M.J. Akbar's Defamation Case Against Priya Ramani Nears End,thewire.in,2020-09-19 07:00:00+00:00,India,0.16666666666666666
369888,Who Represents Women and Minority Tribes in the Naga Peace Process?,thewire.in,2020-11-24 08:00:00+00:00,India,0.16666666666666666
369804,COVID 19 Medical Papers Have Fewer Women First Authors Than Expected,thewire.in,2020-08-22 07:00:00+00:00,India,0.16666666666666666
369801,"On Independence Day, Kamala Harris Discusses Her Indian Heritage, Love for Idli",thewire.in,2020-08-16 07:00:00+00:00,India,0.16666666666666666
370043,'My Boy Is Mentally Unstable Minor': Mother of Muslim Teen Accused of 'Love Jihad' in UP,thewire.in,2021-01-23 08:00:00+00:00,India,0.16666666666666666
370080,'Trial Was One Sided From the Start': Ishrat Jahan's Mother on Discharge of Murder Accused Cops,thewire.in,2021-03-31 07:00:00+00:00,India,0.16666666666666666
370037,Unnao: Surviving Minor Girl Taken off Ventilator as Condition Improves,thewire.in,2021-02-21 08:00:00+00:00,India,0.16666666666666666
370028,"After Backlash, Gaza to Revise Ruling on Travel For Unmarried Women",thewire.in,2021-02-16 08:00:00+00:00,India,0.16666666666666666
286362,Mandi Vundla is speaking her mind,Citizen.co.za,2014-08-28 07:00:00+00:00,South Africa,0.16666666666666666
286358,Man held for raping disabled girl,Citizen.co.za,2014-03-29 07:00:00+00:00,South Africa,0.16666666666666666
286360,Mother sentenced for killing child,Citizen.co.za,2014-06-26 07:00:00+00:00,South Africa,0.16666666666666666
286366,Joburg girl (9) 'raped' by boy (12)   police,Citizen.co.za,2014-12-13 08:00:00+00:00,South Africa,0.16666666666666666
286359,Fourways woman shot and injured during armed robbery,Citizen.co.za,2015-04-01 07:00:00+00:00,South Africa,0.16666666666666666
286363,"Girl, 7, ‘raped’ while grandmother out drinking",Citizen.co.za,2015-08-04 07:00:00+00:00,South Africa,0.16666666666666666
286364,Woman cons man out of cash in fake car buy,Citizen.co.za,2015-10-05 07:00:00+00:00,South Africa,0.16666666666666666
286367,Woman jumps to her death from hotel window,Citizen.co.za,2015-12-09 08:00:00+00:00,South Africa,0.3333333333333333
286441,"Poppie van der Merwe’s mother ‘kidnapped, assaulted’",Citizen.co.za,2016-11-04 07:00:00+00:00,South Africa,0.16666666666666666
286449,"Malema: MaNtuli did not use poison, she put an overdose of korobela",Citizen.co.za,2016-12-01 08:00:00+00:00,South Africa,0.16666666666666666
286448,WATCH: DJ Fresh crammed into tiny car with six women and big guy,Citizen.co.za,2016-12-07 08:00:00+00:00,South Africa,0.16666666666666666
286453,Search for little girl swept away by Jukskei River called off,Citizen.co.za,2016-11-10 08:00:00+00:00,South Africa,0.16666666666666666
286773,Premier allegedly rapes young woman in front of bodyguards – report,Citizen.co.za,2017-10-01 07:00:00+00:00,South Africa,0.16666666666666666
286410,Woman perishes in burning vehicle,Citizen.co.za,2017-01-13 08:00:00+00:00,South Africa,0.16666666666666666
286754,Nonkululeko Nyembezi appointed as first black woman to chair Alexander Forbes,Citizen.co.za,2017-11-01 07:00:00+00:00,South Africa,0.16666666666666666
286734,Skolopad finally braais her wors dress!,Citizen.co.za,2017-11-14 08:00:00+00:00,South Africa,0.16666666666666666
286425,Three more women come forward with Ronaldo rape allegations,Citizen.co.za,2018-10-08 07:00:00+00:00,South Africa,0.16666666666666666
286820,How a mother's happiness affects her baby's health,Citizen.co.za,2018-04-20 07:00:00+00:00,South Africa,0.16666666666666666
286649,‘Blesser Finder’ ‘victim’ may have begged for her life,Citizen.co.za,2018-08-16 07:00:00+00:00,South Africa,0.16666666666666666
286654,WATCH: Primary school boy beats young girl in shocking viral video,Citizen.co.za,2018-08-30 07:00:00+00:00,South Africa,0.16666666666666666
286851,"WATCH: Wodumo allegedly assaulted woman for leaking video on Monday, case opened",Citizen.co.za,2019-03-07 08:00:00+00:00,South Africa,0.16666666666666666
286571,Five female learners killed after bakkie rolls in horror Limpopo crash,Citizen.co.za,2019-11-06 08:00:00+00:00,South Africa,0.16666666666666666
286899,MEC Tasneem Motara ready to get her hands dirty,Citizen.co.za,2019-09-14 07:00:00+00:00,South Africa,0.16666666666666666
286382,"One dead, 15 injured after women enter flashpoint India temple",Citizen.co.za,2019-01-03 08:00:00+00:00,South Africa,0.16666666666666666
364658,#LetHerRun movement to back Caster Semenya in her fight to compete,Citizen.co.za,2020-09-18 07:00:00+00:00,South Africa,0.16666666666666666
364673,"Women talk, men don’t listen",Citizen.co.za,2020-11-24 08:00:00+00:00,South Africa,0.16666666666666666
364755,Nadia gets dragged for her rap skills,Citizen.co.za,2020-07-03 07:00:00+00:00,South Africa,0.16666666666666666
364672,"Having conquered SA, Fuller sets her sights on global success",Citizen.co.za,2020-12-20 08:00:00+00:00,South Africa,0.16666666666666666
364913,Markle’s experience resonates with most black women,Citizen.co.za,2021-03-11 08:00:00+00:00,South Africa,0.16666666666666666
364804,WATCH: Woman slammed for using thong as mask in store,Citizen.co.za,2021-02-25 08:00:00+00:00,South Africa,0.16666666666666666
364889,‘Missing’ woman found in tavern to appear for child neglect,Citizen.co.za,2021-04-19 07:00:00+00:00,South Africa,0.16666666666666666
364870,WATCH: Did Kaizer Chiefs’ Parker call his teammate a mother f***er?,Citizen.co.za,2021-05-13 07:00:00+00:00,South Africa,0.16666666666666666
287027,Britain's tallest woman,dailystar.co.uk,2011-10-22 07:00:00+00:00,UK,0.16666666666666666
287030,Syal girl cleared of attack,dailystar.co.uk,2011-11-04 07:00:00+00:00,UK,0.16666666666666666
287028,Michael Jackson dad dates girl 51 years younger,dailystar.co.uk,2012-09-23 07:00:00+00:00,UK,0.16666666666666666
286997,She scrubs up well! Busty Jodie Marsh goes pin up in flirty polka dot dress,dailystar.co.uk,2013-10-05 07:00:00+00:00,UK,0.16666666666666666
286995,"MEGASTORM: Girl, 17, dies after tree fell into a caravan as she slept",dailystar.co.uk,2013-10-28 07:00:00+00:00,UK,0.16666666666666666
287071,Jealous woman makes partner take a LIE DETECTOR test every time he leaves the house,dailystar.co.uk,2013-11-15 08:00:00+00:00,UK,0.16666666666666666
287089,Attack of the killer cleavage! Lauren Goodger flaunts her busty 'girls',dailystar.co.uk,2013-12-12 08:00:00+00:00,UK,0.16666666666666666
287182,Allergic to the sun! Painful scaly skin means brave little girl can't play outside,dailystar.co.uk,2014-09-30 07:00:00+00:00,UK,0.16666666666666666
287180,Neon Jungle: Meet the shiny new girl band making a big noise in the music world,dailystar.co.uk,2014-02-03 08:00:00+00:00,UK,0.16666666666666666
287149,EXCLUSIVE: The woman behind the annoying 'bagging area' announcement revealed,dailystar.co.uk,2014-07-06 07:00:00+00:00,UK,0.16666666666666666
287196,Family photograph ghostly figure of Grey Lady during day out at castle,dailystar.co.uk,2014-10-08 07:00:00+00:00,UK,0.16666666666666666
287259,Gotcha: Woman ‘dumps’ boyfriend by text for April Fools joke and he AGREES,dailystar.co.uk,2015-04-02 07:00:00+00:00,UK,0.16666666666666666
287039,Woman 'chopped boyfriend's penis with SCISSORS',dailystar.co.uk,2015-02-10 08:00:00+00:00,UK,0.16666666666666666
287509,Booty ful game: Women footballers take their kit off for the launch of Lingerie league,dailystar.co.uk,2015-12-17 08:00:00+00:00,UK,0.16666666666666666
287017,"Attractive mother had sex with teen after sending him seductive message, court hears",dailystar.co.uk,2015-09-29 07:00:00+00:00,UK,0.16666666666666666
287552,Night mare: Nine year old girl has thumb bitten off by horse,dailystar.co.uk,2016-04-08 07:00:00+00:00,UK,0.16666666666666666
287839,Women shocked as they see man riding motorbike with erection on show,dailystar.co.uk,2016-06-10 07:00:00+00:00,UK,0.16666666666666666
287899,One of Britain's oldest women reveals secret to living for so long,dailystar.co.uk,2016-09-16 07:00:00+00:00,UK,0.16666666666666666
288013,Woman finds disgusting 'penis' meat in fast food,dailystar.co.uk,2016-11-17 08:00:00+00:00,UK,0.16666666666666666
287499,Billie Piper shares rare photo of 'identical' sister — but can you tell them apart?,dailystar.co.uk,2017-05-12 07:00:00+00:00,UK,0.16666666666666666
287588,Sicko woman filmed romp with family dog – then sent clip to hubby as a TREAT,dailystar.co.uk,2017-03-16 07:00:00+00:00,UK,0.16666666666666666
287264,The female Doctor Who will be bisexual and have a lesbian affair,dailystar.co.uk,2017-07-27 07:00:00+00:00,UK,0.16666666666666666
287940,Woman stabbed 150 TIMES by crazed boyfriend survives after brave escape,dailystar.co.uk,2017-02-26 08:00:00+00:00,UK,0.16666666666666666
287211,Eugenie Bouchard's twin sister laid bare in jaw dropping bikini snaps,dailystar.co.uk,2018-04-29 07:00:00+00:00,UK,0.16666666666666666
287348,Loose Women's Stacey Solomon champions curves in low cut bikini,dailystar.co.uk,2018-09-24 07:00:00+00:00,UK,0.16666666666666666
287219,Tennis babe Bouchard’s sister sizzles in severely slashed playsuit at Coachella,dailystar.co.uk,2018-04-19 07:00:00+00:00,UK,0.16666666666666666
287216,"Escort who bedded 10,000 men reveals EXACTLY why women get their hearts broken",dailystar.co.uk,2018-03-09 08:00:00+00:00,UK,0.16666666666666666
288239,Brother of teen girl found with throat cut and bite marks relives brutal murder,dailystar.co.uk,2019-11-02 07:00:00+00:00,UK,0.16666666666666666
288172,Woman dresses up as Rebekah Vardy's Instagram account for Halloween party,dailystar.co.uk,2019-10-29 07:00:00+00:00,UK,0.16666666666666666
287730,Gay man ‘forced to pose as WOMAN on his wedding day’,dailystar.co.uk,2019-03-03 08:00:00+00:00,UK,0.16666666666666666
288240,"Brit girl, 10, savaged by dolphins as they went berserk and dragged her underwater",dailystar.co.uk,2019-11-30 08:00:00+00:00,UK,0.16666666666666666
309181,Russian journalist burns herself to death in protest outside police station after raid,dailystar.co.uk,2020-10-02 07:00:00+00:00,UK,0.16666666666666666
309329,Woman knocked out cold in racist 'coronavirus rage' attack outside bar,dailystar.co.uk,2020-02-23 08:00:00+00:00,UK,0.16666666666666666
309378,Woman smashed in face with bottle by 'scumbag' gang after confronting 'maniac' yobs,dailystar.co.uk,2020-02-25 08:00:00+00:00,UK,0.16666666666666666
309278,From French first lady to suspicious suicide   The Eurotrash stars then and now,dailystar.co.uk,2020-05-16 07:00:00+00:00,UK,0.16666666666666666
309788,Teen girl airlifted to hospital after being crushed underneath flipped quadbike,dailystar.co.uk,2021-04-25 07:00:00+00:00,UK,0.16666666666666666
309714,Woman jailed for smearing poo on BMW just hours after walking out of court,dailystar.co.uk,2021-01-28 08:00:00+00:00,UK,0.16666666666666666
309755,Woman divides the internet after feeling 'upset' by takeaway staff's note in box,dailystar.co.uk,2021-03-20 07:00:00+00:00,UK,0.16666666666666666
309681,"Woman, 24, fuming as Co op sacks her for filming TikToks in supermarket uniform",dailystar.co.uk,2021-01-25 08:00:00+00:00,UK,0.16666666666666666
288566,Self defence boost for women,dispatchlive.co.za,2016-11-07 08:00:00+00:00,South Africa,0.16666666666666666
288582,Mother sold child for sex to old man,dispatchlive.co.za,2016-08-29 07:00:00+00:00,South Africa,0.16666666666666666
288573,Chained boy rescued from mother after alleged assault,dispatchlive.co.za,2016-09-20 07:00:00+00:00,South Africa,0.16666666666666666
288565,KSD women reign supreme,dispatchlive.co.za,2016-11-08 08:00:00+00:00,South Africa,0.16666666666666666
288335,3 women shot dead in two incidents: Husband of ANC councillor allegedly shot two in ‘pay for jobs’ killing,dispatchlive.co.za,2017-08-24 07:00:00+00:00,South Africa,0.16666666666666666
288575,Attorney gives women a boost,dispatchlive.co.za,2017-11-15 08:00:00+00:00,South Africa,0.16666666666666666
288578,Cochlear implant gives girl hope,dispatchlive.co.za,2017-12-06 08:00:00+00:00,South Africa,0.16666666666666666
288574,Still thriving 46 years after receiving her new kidney,dispatchlive.co.za,2017-12-17 08:00:00+00:00,South Africa,0.16666666666666666
288356,Sobbing cop claims wife’s abuse drove him to kill her,dispatchlive.co.za,2018-06-29 07:00:00+00:00,South Africa,0.16666666666666666
288492,OPINION | Winnie fought for what she was due,dispatchlive.co.za,2018-08-10 07:00:00+00:00,South Africa,0.16666666666666666
288393,How sangoma killed teen girl,dispatchlive.co.za,2018-12-16 08:00:00+00:00,South Africa,0.16666666666666666
288471,"OPINION | Successful, educated women worry males",dispatchlive.co.za,2018-08-30 07:00:00+00:00,South Africa,0.16666666666666666
288466,'I heard a taxi hit her and the driver ran away': Dad of teen killed in Durban crash,dispatchlive.co.za,2019-03-06 08:00:00+00:00,South Africa,0.16666666666666666
288506,WATCH | Armed woman and 15 others rob business of chocolates and cell phones,dispatchlive.co.za,2019-08-09 07:00:00+00:00,South Africa,0.16666666666666666
288464,Amalinda woman slaying suspect transferred to EC,dispatchlive.co.za,2019-03-27 07:00:00+00:00,South Africa,0.16666666666666666
288442,Gogo who was pushed out of her RDP home dies,dispatchlive.co.za,2019-12-06 08:00:00+00:00,South Africa,0.16666666666666666
371284,Sundowns players Anele Ngcongca and Aubrey Ngoma honour the women that shaped their success,dispatchlive.co.za,2020-08-10 07:00:00+00:00,South Africa,0.16666666666666666
371344,Zoleka Mandela reveals how antidepressants left her baby in an incubator after birth,dispatchlive.co.za,2020-02-22 08:00:00+00:00,South Africa,0.16666666666666666
371356,Woman who ‘stole’ millions from Mall of Africa continues to give the cops the slip,dispatchlive.co.za,2020-09-29 07:00:00+00:00,South Africa,0.16666666666666666
371289,Ndabeni Abrahams responds to uproar over image of old man 'kneeling' before her,dispatchlive.co.za,2020-08-10 07:00:00+00:00,South Africa,0.16666666666666666
371685,Mooiplaas youth accused of murdering mother drops bail plea,dispatchlive.co.za,2021-02-18 08:00:00+00:00,South Africa,0.16666666666666666
371615,Woman found dead in car at Hartbeespoort Dam on Saturday identified,dispatchlive.co.za,2021-05-10 16:15:03+00:00,South Africa,0.16666666666666666
371667,"Theo and his wife, Vourné, welcome a baby girl",dispatchlive.co.za,2021-01-27 08:00:00+00:00,South Africa,0.16666666666666666
371486,'Boyfriend' arrested after body of Eastern Cape woman dumped outside toilet,dispatchlive.co.za,2021-04-06 16:06:58+00:00,South Africa,0.16666666666666666
288684,Womens WT20: Kohli sends best wishes to Women in Blue; starts #JerseyKnowsNoGender campaign,mykhel.com,2018-11-15 08:00:00+00:00,India,0.16666666666666666
288687,Exclusive! From Haryana akhada to WWE ring in USA: Kavita Devi talks about her journey,mykhel.com,2018-12-25 08:00:00+00:00,India,0.16666666666666666
288628,Hockey Womens World Cup: India 1   1 England: Lily Owsley cancels out Neha Goyals strike,mykhel.com,2018-07-21 07:00:00+00:00,India,0.16666666666666666
288657,"CWG 2018: Aggressive Saina clinches womens singles gold; Sindhu, Srikanth settle for silver",mykhel.com,2018-04-15 07:00:00+00:00,India,0.16666666666666666
288645,South Asian Games 2019: Indian Womens team departs for Nepal with an aim to defend SAG title,mykhel.com,2019-12-01 08:00:00+00:00,India,0.16666666666666666
288664,Womens marathon world champion to run in Bengaluru World 10K on May 19,mykhel.com,2019-05-13 07:00:00+00:00,India,0.16666666666666666
288615,"Haryana picks 7 gold at 3rd Junior Womens National Boxing Championships; Manipur, Maharashtra finish at 2nd an",mykhel.com,2019-09-14 07:00:00+00:00,India,0.16666666666666666
288606,Smriti Mandhana ruled out of India women ODI series against South Africa,mykhel.com,2019-10-08 07:00:00+00:00,India,0.16666666666666666
365027,"BCCI President Sourav Ganguly confirms womens IPL is very much on, to be fit in IPL 2020 schedule",mykhel.com,2020-08-02 07:00:00+00:00,India,0.16666666666666666
365023,"COVID 19 Impact: FIFA cancels next years U 17 womens World Cup in India, allots it 2022 edition",mykhel.com,2020-11-17 08:00:00+00:00,India,0.16666666666666666
365043,"Odisha govt. says Rs 4.09 cr spent on Dutee since 2015, she says its not the correct picture",mykhel.com,2020-07-16 07:00:00+00:00,India,0.16666666666666666
365105,Exclusive! Indian Womens Hockey Team confident of a good show in Tokyo Olympics: Goalkeeper Savita,mykhel.com,2020-03-12 07:00:00+00:00,India,0.16666666666666666
365174,"Australia women create world record with 22 straight ODI wins, surpass Ricky Ponting legends 2003 record",mykhel.com,2021-04-04 07:00:00+00:00,India,0.16666666666666666
365156,Serena Williams says dealing with media scrutiny made her stronger,mykhel.com,2021-06-01 05:38:47+00:00,India,0.16666666666666666
365147,India womens team to wear new jersey in England; Jemimah wants to leave a mark,mykhel.com,2021-05-31 09:04:30+00:00,India,0.16666666666666666
365197,Her story of hard work and success is an inspiration: PM Modi hails senior India cricketer Mithali Raj,mykhel.com,2021-03-28 07:00:00+00:00,India,0.16666666666666666
288770,J&K polls: ANC President Khalida Shah remembers her father,oneindia.com,2014-12-05 08:00:00+00:00,India,0.16666666666666666
288761,Smriti Irani grilled for her children's admission; Appreciates the process,oneindia.com,2014-11-24 08:00:00+00:00,India,0.16666666666666666
288765,Who is controversial leader Sadhvi Niranjan Jyoti? How Modi's words forced her to apologise? Explained,oneindia.com,2014-12-05 08:00:00+00:00,India,0.16666666666666666
288768,AMU Library controversy: VC gives girl students access to Maulana Azad Library,oneindia.com,2014-11-26 08:00:00+00:00,India,0.16666666666666666
288873,"Man sends talaq to his pregnant wife, due to her dark complexion!",oneindia.com,2015-12-15 08:00:00+00:00,India,0.16666666666666666
288828,Government to recruit women officers in ITBP for first time,oneindia.com,2015-03-08 08:00:00+00:00,India,0.16666666666666666
288860,Acid attack survivor Laxmi now turns mother,oneindia.com,2015-11-06 08:00:00+00:00,India,0.16666666666666666
288727,"Cartoon: Now, Chandrababu Naidu asks Hindu women to give birth to more children",oneindia.com,2015-01-19 08:00:00+00:00,India,0.16666666666666666
288990,"Woman raped, mason arrested in Odisha",oneindia.com,2016-06-03 07:00:00+00:00,India,0.16666666666666666
288989,Chennai techie murder: Stalin slams AIADMK over women's security,oneindia.com,2016-06-27 07:00:00+00:00,India,0.16666666666666666
288979,IAF's women fighter pilots: Avani aims for the best (Part II),oneindia.com,2016-06-16 07:00:00+00:00,India,0.16666666666666666
289602,"Priyanka Chopra's mother calls ex manager, Prakash Jaju, 'lying b*****d' after his 'suicide' tweets",oneindia.com,2016-04-04 07:00:00+00:00,India,0.16666666666666666
289077,Maharashtra: Girl forced fed buffalo dung by exorcist to get rid of ‘evil spirit’,oneindia.com,2017-06-14 07:00:00+00:00,India,0.16666666666666666
289341,Madhya Pradesh: Over 50 pregnant women fall sick in Gwalior hospital,oneindia.com,2017-10-30 07:00:00+00:00,India,0.16666666666666666
289765,Saudi girl's proposal led to new emoji for hijab wearing women,oneindia.com,2017-07-22 07:00:00+00:00,India,0.16666666666666666
289344,Kerala: 15 year old girl jumps from school building; succumbs to injuries,oneindia.com,2017-10-23 07:00:00+00:00,India,0.16666666666666666
289251,"Who is Gina Haspel, CIA’s first woman director?",oneindia.com,2018-05-18 07:00:00+00:00,India,0.16666666666666666
289259,"Unable to believe she is no more, Man drives with wife's body to different hospitals for 8 hours",oneindia.com,2018-06-21 07:00:00+00:00,India,0.16666666666666666
289210,"Fanatics hound, push Karnataka woman to suicide for saying I love Muslims",oneindia.com,2018-01-08 08:00:00+00:00,India,0.16666666666666666
289039,Pramoda Devi's mother passes away; Jamboo Savari to go ahead,oneindia.com,2018-10-19 07:00:00+00:00,India,0.16666666666666666
288947,"Unfazed by trolling, Urmila Matondkar says she is here to stay",oneindia.com,2019-04-24 07:00:00+00:00,India,0.16666666666666666
289710,Dimple Kapadia’s mother Betty Kapadia passes away at 80,oneindia.com,2019-12-01 08:00:00+00:00,India,0.16666666666666666
289487,Allahabad HC prohibits media from publishing photos of women bathing at Kumbh Mela,oneindia.com,2019-02-09 08:00:00+00:00,India,0.16666666666666666
289305,Mother Teresa’s Missionaries of Charity files for recognition of 79 child care homes,oneindia.com,2019-07-07 07:00:00+00:00,India,0.16666666666666666
367404,"13 year old girl brutally raped, stabbed in Delhi's Peera Garhi area, battling for life at AIIMS",oneindia.com,2020-08-06 07:00:00+00:00,India,0.16666666666666666
