"artist","song","sentence","highestRank","year","nonPerson","name"
"Blac Youngsta","Booty","Tyson on the booty","73","2018",NA,"Tyson"
"Blac Youngsta","Booty","Tyson on the booty","73","2018",NA,"Tyson"
"J. Cole","Brackets","Jerome Lewis didn't make that much money","30","2018",NA,"Jerome"
"J. Cole","Brackets","Uncle Sam and shit","30","2018",NA,"Sam"
"21 Savage","Break Da Law","Ride me slow like you drivin' Miss Daisy","70","2019",NA,"Daisy"
"21 Savage","Break Da Law","Need me a Keisha like Belly","70","2019",NA,"Keisha"
"Chris Stapleton","Broken Halos","Don't go asking Jesus why","45","2017",NA,"Jesus"
"lovelytheband","Broken","Some trust fund baby's Brooklyn loft","29","2018","city","Brooklyn"
"Dierks Bentley Featuring Brothers Osborne","Burning Man","Find myself in the Joshua Trees","100","2018","plant","Joshua"
"Lil Baby & Gunna","Business Is Business","I stay with that .9, they should call me Marlo","61","2018",NA,"Marlo"
"Lil Baby & Gunna","Business Is Business","Puttin' Ms in all the Mercedes","61","2018","car","Mercedes"
"Lil Baby & Gunna","Business Is Business","Puttin' Ms in all the Mercedes","61","2018","car","Mercedes"
"Lil Baby & Gunna","Business Is Business","Puttin' Ms in all the Mercedes","61","2018","car","Mercedes"
"Travis Scott","Butterfly Effect","Never go, never go dip on the set, stayed Santana","50","2017",NA,"Santana"
"Future","Call The Coroner","Now I got power, I feel like Curtis","100","2019",NA,"Curtis"
"Future","Call The Coroner","Super like Goldie Mack, ho caught an asthma attack","100","2019",NA,"Goldie"
"Post Malone","Candy Paint","God damn I love paper, like I'm Michael Scott","34","2017",NA,"Michael"
"Post Malone","Candy Paint","Baby I'm the boss like I'm Tony Danza","34","2017",NA,"Tony"
"Post Malone","Candy Paint","Baby I'm the boss like I'm Tony Danza","34","2017",NA,"Tony"
"Lil Wayne","Can't Be Broken","I'm smoking icky and watching Ricky Lake","17","2018",NA,"Ricky"
"Drake","Can't Have Everything","All that's in my account at the Bank of America","82","2017","country","America"
"Drake","Can't Have Everything","All that Drake hysteria","82","2017",NA,"Drake"
"Drake","Can't Have Everything","Damn, oh, triple double, Russ face","82","2017",NA,"Russ"
"21 Savage","Can't Leave Without It","I'm with 'Set and Lil Baby","58","2019",NA,"Baby"
"Amine","Caroline","Baby give me kitty kitty","11","2017",NA,"Baby"
"Amine","Caroline","Baby I want forever","11","2017",NA,"Baby"
"Amine","Caroline","Baby give me kitty kitty","11","2017",NA,"Baby"
"Amine","Caroline","Baby I want forever","11","2017",NA,"Baby"
"Amine","Caroline","Caroline, you divine","11","2017",NA,"Caroline"
"Amine","Caroline","Caroline, listen up, don't wanna hear","11","2017",NA,"Caroline"
"Amine","Caroline","Caroline, don't you see that","11","2017",NA,"Caroline"
"Amine","Caroline","Caroline, you divine","11","2017",NA,"Caroline"
"Amine","Caroline","Caroline, listen up, don't wanna hear","11","2017",NA,"Caroline"
"Amine","Caroline","Caroline, don't you see that","11","2017",NA,"Caroline"
"Amine","Caroline","One of them Beyoncé, Meagan Good types, man","11","2017",NA,"Meagan"
"JAY-Z Featuring Frank Ocean","Caught Their Eyes","Nigga with that Lisa","63","2017",NA,"Lisa"
"JAY-Z Featuring Frank Ocean","Caught Their Eyes","Talkin' about that Lisa, nigga","63","2017",NA,"Lisa"
"JAY-Z Featuring Frank Ocean","Caught Their Eyes","I've been to Paris at least two times","63","2017","city","Paris"
"JAY-Z Featuring Frank Ocean","Caught Their Eyes","I sat down with Prince, eye to eye","63","2017",NA,"Prince"
"Migos Featuring Gucci Mane","CC","Chanel like CC","96","2018","brand","Chanel"
"Migos Featuring Gucci Mane","CC","Chanel like CC","96","2018","brand","Chanel"
"Migos Featuring Gucci Mane","CC","Chanel like CC","96","2018","brand","Chanel"
"Migos Featuring Gucci Mane","CC","Bad bitch, she walkin' with Chanel on her feet","96","2018","brand","Chanel"
"Migos Featuring Gucci Mane","CC","Chanel double down, CC","96","2018","brand","Chanel"
"Migos Featuring Gucci Mane","CC","Chanel like CC","96","2018","brand","Chanel"
"Migos Featuring Gucci Mane","CC","Put Emerald sets in my links","96","2018","gem","Emerald"
"Migos Featuring Gucci Mane","CC","Plain Jane rollin' with the bust AP","96","2018",NA,"Jane"
"Meek Mill","Championships","We went Old Navy it felt like Christian Dior","70","2018","brand","Christian"
"Meek Mill","Championships","He had on Air Max 93s but was","70","2018","brand","Max"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","Bentley sedan, she get it","78","2018","car","Bentley"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","Here go the keys to the Bentley","78","2018","car","Bentley"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","Bentley sedan, she get it","78","2018","car","Bentley"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","Bentley sedan, she get it","78","2018","car","Bentley"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want Chanel, go get it","78","2018","brand","Chanel"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want Chanel, go get it","78","2018","brand","Chanel"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want Chanel, go get it","78","2018","brand","Chanel"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want Chanel, go get it","78","2018","brand","Chanel"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want Chanel, go get it","78","2018","brand","Chanel"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want Chanel, go get it","78","2018","brand","Chanel"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want this Louis, go get it","78","2018","brand","Louis"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want this Louis, go get it","78","2018","brand","Louis"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","She want this Louis, go get it","78","2018","brand","Louis"
"Young Thug Featuring Gunna & Lil Baby","Chanel (Go Get It)","Got Marc Jacob's, they cover my eyes","78","2018",NA,"Marc"
"Frank Ocean","Chanel","I see both sides like Chanel","72","2017","brand","Chanel"
"Frank Ocean","Chanel","See on both sides like Chanel","72","2017","brand","Chanel"
"Frank Ocean","Chanel","I see both sides like Chanel","72","2017","brand","Chanel"
"Frank Ocean","Chanel","See on both sides like Chanel","72","2017","brand","Chanel"
"Frank Ocean","Chanel","I see both sides like Chanel","72","2017","brand","Chanel"
"Frank Ocean","Chanel","I see both sides like Chanel","72","2017","brand","Chanel"
"Frank Ocean","Chanel","Clips on clips like Mike","72","2017",NA,"Mike"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Plain Jane, I done changed lanes, Plain Jane I done changed lanes","68","2018",NA,"Jane"
"Kevin Gates","Change Lanes","Goin' hard Rolls Royce, R&R","68","2018","car","Royce"
"Darlene Love","Christmas (Baby Please Come Home)","Baby, please come home","43","2018",NA,"Baby"
"Darlene Love","Christmas (Baby Please Come Home)","Baby, please come home","43","2018",NA,"Baby"
"Darlene Love","Christmas (Baby Please Come Home)","Baby, please come home","43","2018",NA,"Baby"
"Darlene Love","Christmas (Baby Please Come Home)","Baby, please come home","43","2018",NA,"Baby"
"Darlene Love","Christmas (Baby Please Come Home)","Baby, please come home","43","2018",NA,"Baby"
"Darlene Love","Christmas (Baby Please Come Home)","Baby, please come home","43","2018",NA,"Baby"
"Darlene Love","Christmas (Baby Please Come Home)","Baby, please come home","43","2018",NA,"Baby"
"Nicki Minaj","Chun-Li","Ayo, I been off, Lara been Croft","10","2018",NA,"Lara"
"Nicki Minaj","Chun-Li","Ayo, I been off, Lara been Croft","10","2018",NA,"Lara"
"Nicki Minaj","Chun-Li","I need a Mai Tai, so fuckin' sci-fi","10","2018","drink - Mai Tai","Mai"
"Nicki Minaj","Chun-Li","He keep on dialin' Nicki like the Prince song","10","2018",NA,"Nicki"
"Nicki Minaj","Chun-Li","He keep on dialin' Nicki like the Prince song","10","2018",NA,"Nicki"
"Nicki Minaj","Chun-Li","He keep on dialin' Nicki like the Prince song","10","2018",NA,"Prince"
"Nicki Minaj","Chun-Li","He keep on dialin' Nicki like the Prince song","10","2018",NA,"Prince"
"Rae Sremmurd & Travis Scott","Close","Mike WiLL Made-It","98","2018",NA,"Mike"
"Offset Featuring Cardi B","Clout","Bitches is Brandy, they wanna be down","64","2019",NA,"Brandy"
"Offset Featuring Cardi B","Clout","Oh, I took the crown off the king like Mike did Elvis","64","2019",NA,"Elvis"
"Offset Featuring Cardi B","Clout","Mask on her face, Jason","64","2019",NA,"Jason"
"Offset Featuring Cardi B","Clout","My bitch on your ass, Kim K","64","2019",NA,"Kim"
"Offset Featuring Cardi B","Clout","Oh, I took the crown off the king like Mike did Elvis","64","2019",NA,"Mike"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm moonwalking but my Christian Loubotin's bleeding","52","2017","brand","Christian"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm moonwalking but my Christian Loubotin's bleeding","52","2017","brand","Christian"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm moonwalking but my Christian Loubotin's bleeding","52","2017","brand","Christian"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm moonwalking but my Christian Loubotin's bleeding","52","2017","brand","Christian"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm moonwalking but my Christian Loubotin's bleeding","52","2017","brand","Christian"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm moonwalking but my Christian Loubotin's bleeding","52","2017","brand","Christian"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm moonwalking but my Christian Loubotin's bleeding","52","2017","brand","Christian"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm moonwalking but my Christian Loubotin's bleeding","52","2017","brand","Christian"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","Bout to leave these peons behind like the Jackson 4","52","2017","band","Jackson"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I'm feeling Jimmy Neutron, how I blast off on a verse","52","2017",NA,"Jimmy"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I might take off on you peons and go away to Venus","52","2017","planet","Venus"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I might take off on you peons and go away to Venus","52","2017","planet","Venus"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I might take off on you peons and go away to Venus","52","2017","planet","Venus"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I might take off on you peons and go away to Venus","52","2017","planet","Venus"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I might take off on you peons and go away to Venus","52","2017","planet","Venus"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I might take off on you peons and go away to Venus","52","2017","planet","Venus"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I might take off on you peons and go away to Venus","52","2017","planet","Venus"
"Kodak Black Featuring Lil Wayne","Codeine Dreaming","I might take off on you peons and go away to Venus","52","2017","planet","Venus"
"Logic","Confessions Of A Dangerous Mind","\You'll never be better than Drizzy or Cole\""""","78","2019",NA,"Cole"
"Logic","Confessions Of A Dangerous Mind","\'Cause you'll never be Kenny\""""","78","2019",NA,"Kenny"
"Kodak Black Featuring Future","Conscience","Yeah, Project Baby","93","2017",NA,"Baby"
"Kodak Black Featuring Future","Conscience","Before I had that Bentley truck, I was saucing","93","2017","car","Bentley"
"Kodak Black Featuring Future","Conscience","I kick lil' dumbass out my crib, say she want Chanel","93","2017","brand","Chanel"
"Kodak Black Featuring Future","Conscience","I'm credit card swipin' at the Chase Bank","93","2017","bank","Chase"
"Kodak Black Featuring Future","Conscience","Chris Johnson, I swear for God I drop the twenty-eight","93","2017",NA,"Chris"
"Kodak Black Featuring Future","Conscience","Thirteen strippers, James Harden","93","2017",NA,"James"
"Kodak Black Featuring Future","Conscience","Real talk, 150 when it's plain Jane","93","2017",NA,"Jane"
"Kodak Black Featuring Future","Conscience","Chris Johnson, I swear for God I drop the twenty-eight","93","2017",NA,"Johnson"
"Kodak Black Featuring Future","Conscience","I know my Levi got love for me","93","2017",NA,"Levi"
"Kodak Black Featuring Future","Conscience","Thirty golds in my mouth like I'm Stephen Curry","93","2017",NA,"Stephen"
"Logic","Contra","Bobby, tell me who really 'bout it","60","2018",NA,"Bobby"
"Logic","Contra","Bitch, I got it, not a single person work harder than Bobby","60","2018",NA,"Bobby"
"Logic","Contra","Yeah now they know the name, yeah, they know Bobby","60","2018",NA,"Bobby"
"Logic","Contra","Bobby done put in that work, you gon' pay me a fee, nah","60","2018",NA,"Bobby"
"Logic","Contra","I said Bobby been livin' that life and you know, I said...","60","2018",NA,"Bobby"
"Logic","Contra","Bobby done put in that work, you gon' pay me a fee, nah","60","2018",NA,"Bobby"
"Logic","Contra","I said Bobby been livin' that life and you know, I said...","60","2018",NA,"Bobby"
"Katy Perry","Cozy Little Christmas","Well, can I keep that Chanel?","53","2018","brand","Chanel"
"Katy Perry","Cozy Little Christmas","Take back all the Cartier, and the Tiffany's and the Chanel","53","2018","brand","Tiffany"
"GoldLink Featuring Brent Faiyaz & Shy Glizzy","Crew","Girl, you can't tie me down like Ray J said","45","2017",NA,"Ray"
"Natti Natasha x Ozuna","Criminal","Baby muy criminal, criminal, uh criminal ahh","95","2017",NA,"Baby"
"Natti Natasha x Ozuna","Criminal","Baby similar yo la he visto por ahí","95","2017",NA,"Baby"
"Natti Natasha x Ozuna","Criminal","Baby muy criminal, criminal, uh criminal ahh","95","2017",NA,"Baby"
"Natti Natasha x Ozuna","Criminal","Baby muy criminal, criminal, uh criminal ahh","95","2017",NA,"Baby"
"Lil Baby","Crush A Lot","Like a Drake song, got your vibe feelin' groovy","82","2018",NA,"Drake"
"Lil Baby","Crush A Lot","Rolls Royce truck, bitch, it ain't rented","82","2018","car","Royce"
"Lil Baby","Crush A Lot","Drive the Rolls Royce like a hotbox, really came from nothin'","82","2018","car","Royce"
"Future","Crushed Up","Meet me in Chanel in the back, we goin' big","43","2019","brand","Chanel"
"Future","Crushed Up","Plain Jane, Jackie Chan, Richard Mille","43","2019",NA,"Jackie"
"Future","Crushed Up","Plain Jane, Jackie Chan, Richard Mille","43","2019",NA,"Jane"
"Future","Crushed Up","A plain Jane, get it remixed, yeah","43","2019",NA,"Jane"
"Future","Crushed Up","I been gettin' NBA money, Jason Kidd","43","2019",NA,"Jason"
"Future","Crushed Up","Plain Jane, Jackie Chan, Richard Mille","43","2019",NA,"Richard"
"Gucci Mane Featuring The Weeknd","Curve","Baby, are you worth it?","67","2017",NA,"Baby"
"Gucci Mane Featuring The Weeknd","Curve","Baby, are you worth it?","67","2017",NA,"Baby"
"Gucci Mane Featuring The Weeknd","Curve","Virginia","67","2017","state","Virginia"
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Dame Tu Cosita","All my business partners they call me Armando","36","2018",NA,"Armando"
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Dame Tu Cosita","Then if you got a question, ask Fernando","36","2018",NA,"Fernando"
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Dame Tu Cosita","Karol G obviamente se pegó","36","2018",NA,"Karol"
"Pitbull x El Chombo x Karol G Featuring Cutty Ranks","Dame Tu Cosita","Whippin' this on casa campo, yo soy el diablo, Romeo el santo","36","2018",NA,"Romeo"
"Migos & Marshmello","Danger","Run like Forrest, they tryna hide","82","2017",NA,"Forrest"
"Trippie Redd Featuring Travis Scott","Dark Knight Dummo","I, disappear, go David Blaine","100","2017",NA,"David"
"Trippie Redd Featuring Travis Scott","Dark Knight Dummo","Like I'm Bloody Mary, man","100","2017",NA,"Mary"
"Maren Morris Featuring Vince Gill","Dear Hate","In Dallas, when that bullet hit and Jackie cried","91","2017","city","Dallas"
"Maren Morris Featuring Vince Gill","Dear Hate","In Dallas, when that bullet hit and Jackie cried","91","2017",NA,"Jackie"
"Maren Morris Featuring Vince Gill","Dear Hate","You were smiling from that Selma bridge","91","2017",NA,"Selma"
"Lil Wayne","Dedicate","For the art of this shit, Andy Warhol and shit","14","2018",NA,"Andy"
"Lil Wayne","Dedicate","Cause like Bart, you a simp","14","2018",NA,"Bart"
"Lil Wayne","Dedicate","It's Tha Carter, lil' bitch","14","2018",NA,"Carter"
