"neighborhood","yelpAlias","yelpTitle","nCount","neighborhoodTotal","cCount","cityTotal","incidence","rank"
"Rosebank","modern_european","Modern European",48,4228,1364,3633681,30.2439621903,2
"Rosebank","bagels","Bagels",93,4228,6258,3633681,12.7720088013,3
"Rosebank","restaurants","Restaurants",64,4228,5327,3633681,10.3254525818,4
"Rosebank","gastropubs","Gastropubs",56,4228,4927,3633681,9.76826165325,5
"Rosedale","bartenders","Bartenders",212,3111,2006,3633681,123.438807973,1
"Rosedale","stereo_installation","Car Stereo Installation",224,3111,3020,3633681,86.6338993658,2
"Rosedale","autocustomization","Auto Customization",224,3111,3089,3633681,84.6987297135,3
"Rosedale","autoglass","Auto Glass Services",224,3111,5562,3633681,47.0396217341,4
"Rosedale","caribbean","Caribbean",113,3111,8761,3633681,15.0650837404,5
"Rossville","seasonaldecorservices","Holiday Decorating Services",275,3874,506,3633681,509.764230881,1
"Rossville","lighting","Lighting Fixtures & Equipment",242,3874,3847,3633681,59.0038515017,2
"Rossville","advertising","Advertising",173,3874,2862,3633681,56.6974667974,3
"Rossville","homedecor","Home Decor",517,3874,24644,3633681,19.6773461107,4
"Rossville","donuts","Donuts",53,3874,5818,3633681,8.54455273213,5
"Sheepshead Bay","hennaartists","Henna Artists",323,26374,1148,3633681,38.7642539876,1
"Sheepshead Bay","modern_european","Modern European",264,26374,1364,3633681,26.6661521489,2
"Sheepshead Bay","russian","Russian",263,26374,2046,3633681,17.7100959979,3
"Sheepshead Bay","airductcleaning","Air Duct Cleaning",339,26374,3565,3633681,13.1011964905,4
"Sheepshead Bay","hvac","Heating & Air Conditioning/HVAC",264,26374,5430,3633681,6.6984588455,5
"Silver Lake","beer_and_wine","Beer, Wine & Spirits",20,317,5145,3633681,44.5586631228,1
"Silver Lake","drugstores","Drugstores",38,317,17461,3633681,24.9460633043,2
"Silver Lake","tutoring","Tutoring Centers",20,317,9196,3633681,24.929787056,3
"Silver Lake","delis","Delis",40,317,18665,3633681,24.5651563639,4
"Silver Lake","cosmetics","Cosmetics & Beauty Supply",38,317,20717,3633681,21.0253999786,5
"Silver Lake","cosmetics","Cosmetics & Beauty Supply",38,317,20717,3633681,21.0253999786,5
"SoHo","lighting","Lighting Fixtures & Equipment",701,68163,3847,3633681,9.71390682149,1
"SoHo","womenscloth","Women's Clothing",4695,68163,34182,3633681,7.32210965248,2
"SoHo","menscloth","Men's Clothing",2731,68163,20267,3633681,7.18340469637,3
"SoHo","accessories","Accessories",2695,68163,23443,3633681,6.12835173562,4
"SoHo","shoes","Shoe Stores",950,68163,12235,3633681,4.1392125984,5
"Soundview","medicaltransportation","Medical Transportation",200,9003,1072,3633681,75.2999622017,1
"Soundview","lactationservices","Lactation Services",202,9003,2284,3633681,35.6956108034,2
"Soundview","childbirthedu","Childbirth Education",202,9003,3882,3633681,21.0017452537,3
"Soundview","doulas","Doulas",202,9003,4364,3633681,18.682120778,4
"Soundview","dominican","Dominican",119,9003,2980,3633681,16.1172241244,5
"South Beach","hospitals","Hospitals",30,1391,65,3633681,1205.66753304,1
"South Beach","polish","Polish",65,1391,501,3633681,338.918518104,2
"South Beach","physicians","Doctors",30,1391,441,3633681,177.706098974,3
"South Beach","usedcardealers","Used Car Dealers",16,1391,716,3633681,58.3749643559,4
"South Beach","hotdog","Hot Dogs",26,1391,1570,3633681,43.2606821835,5
"South Bronx","processservers","Process Servers",158,8161,1080,3633681,65.1383497393,1
"South Bronx","medicaltransportation","Medical Transportation",151,8161,1072,3633681,62.7170441827,2
"South Bronx","african","African",84,8161,1039,3633681,35.9970705056,3
"South Bronx","spanish","Spanish",165,8161,6463,3633681,11.3671923368,4
"South Bronx","driving_schools","Driving Schools",263,8161,10643,3633681,11.0025944788,5
"South Ozone Park","blinds","Shades & Blinds",321,7250,5708,3633681,28.1857671266,1
"South Ozone Park","caribbean","Caribbean",324,7250,8761,3633681,18.5353214127,2
"South Ozone Park","indpak","Indian",205,7250,6905,3633681,14.8798642663,3
"South Ozone Park","partyequipmentrentals","Party Equipment Rentals",136,7250,6097,3633681,11.1797348837,4
"South Ozone Park","towing","Towing",221,7250,10924,3633681,10.1395661688,5
"Springfield Gardens","airlines","Airlines",18,1110,1088,3633681,54.1585999603,1
"Springfield Gardens","soulfood","Soul Food",20,1110,2220,3633681,29.4917701485,2
"Springfield Gardens","pest_control","Pest Control",93,1110,10738,3633681,28.351978324,3
"Springfield Gardens","trainstations","Train Stations",11,1110,1310,3633681,27.4881308026,4
"Springfield Gardens","caribbean","Caribbean",59,1110,8761,3633681,22.0456115401,5
"Spuyten Duyvil","hospice","Hospice",191,4422,824,3633681,190.473347901,1
"Spuyten Duyvil","petphotography","Pet Photography",352,4422,4003,3633681,72.2578663018,2
"Spuyten Duyvil","homehealthcare","Home Health Care",191,4422,9595,3633681,16.3574818833,3
"Spuyten Duyvil","kosher","Kosher",66,4422,4665,3633681,11.625733071,4
"Spuyten Duyvil","cafes","Cafes",103,4422,15890,3633681,5.32649332717,5
"St. Albans","security","Security Services",191,5683,331,3633681,368.955947483,1
"St. Albans","privateinvestigation","Private Investigation",191,5683,392,3633681,311.541884227,2
"St. Albans","winetours","Wine Tours",176,5683,1581,3633681,71.1786816502,3
"St. Albans","framing","Framing",256,5683,5725,3633681,28.5912811595,4
"St. Albans","soulfood","Soul Food",68,5683,2220,3633681,19.585067841,5
"St. George","travelservices","Travel Services",441,3876,10925,3633681,37.8425308358,1
"St. George","walkingtours","Walking Tours",441,3876,12609,3633681,32.7884566088,2
"St. George","greek","Greek",42,3876,4365,3633681,9.02044726735,3
"St. George","icecream","Ice Cream & Frozen Yogurt",39,3876,4846,3633681,7.5447391101,4
"St. George","indpak","Indian",52,3876,6905,3633681,7.05996731403,5
"Stapleton","countertopinstall","Countertop Installation",165,5176,1200,3633681,96.528426874,1
"Stapleton","empanadas","Empanadas",92,5176,982,3633681,65.7701556927,2
"Stapleton","cabinetry","Cabinetry",165,5176,4054,3633681,28.5727953253,3
"Stapleton","foodstands","Food Stands",92,5176,3400,3633681,18.9959684971,4
"Stapleton","mailboxcenters","Mailbox Centers",53,5176,2121,3633681,17.5423483754,5
"Stuyvesant Town","homestaging","Home Staging",247,2027,10471,3633681,42.2865099685,1
"Stuyvesant Town","bagels","Bagels",55,2027,6258,3633681,15.7550643021,2
"Stuyvesant Town","interiordesign","Interior Design",247,2027,32893,3633681,13.4612849506,3
"Stuyvesant Town","pet_sitting","Pet Sitting",221,2027,35072,3633681,11.2960027792,4
"Stuyvesant Town","videographers","Videographers",196,2027,31615,3633681,11.113630015,5
"Sunnyside","autoloanproviders","Auto Loan Providers",239,21631,851,3633681,47.1778930563,1
"Sunnyside","carbrokers","Car Brokers",221,21631,1092,3633681,33.9969405681,2
"Sunnyside","packingsupplies","Packing Supplies",332,21631,4299,3633681,12.9730125824,3
"Sunnyside","car_dealers","Car Dealers",324,21631,4732,3633681,11.5019235058,4
"Sunnyside","blinds","Shades & Blinds",314,21631,5708,3633681,9.24093433802,5
"Sunset Park","payroll","Payroll Services",249,21845,2920,3633681,14.1844089742,1
"Sunset Park","furnitureassembly","Furniture Assembly",289,21845,4358,3633681,11.0307582281,2
"Sunset Park","hvac","Heating & Air Conditioning/HVAC",290,21845,5430,3633681,8.88368022317,3
"Sunset Park","taxis","Taxis",932,21845,20581,3633681,7.53258756004,4
"Sunset Park","couriers","Couriers & Delivery Services",400,21845,10738,3633681,6.19628436706,5
"Sutton Place","childbirthedu","Childbirth Education",394,29544,3882,3633681,12.4829776853,1
"Sutton Place","doulas","Doulas",394,29544,4364,3633681,11.1042436697,2
"Sutton Place","rugs","Rugs",287,29544,3822,3633681,9.23567660677,3
"Sutton Place","photoboothrentals","Photo Booth Rentals",581,29544,10584,3633681,6.75155491782,4
"Sutton Place","partyequipmentrentals","Party Equipment Rentals",334,29544,6097,3633681,6.73763957771,5
"Throggs Neck","editorialservices","Editorial Services",135,6335,548,3633681,141.303652804,1
"Throggs Neck","clowns","Clowns",144,6335,748,3633681,110.423389285,2
"Throggs Neck","magicians","Magicians",144,6335,3304,3633681,24.9989997535,3
"Throggs Neck","spraytanning","Spray Tanning",140,6335,4260,3633681,18.8503151506,4
"Throggs Neck","couriers","Couriers & Delivery Services",254,6335,10738,3633681,13.5678331995,5
"Todt Hill","polish","Polish",57,2447,501,3633681,168.946795416,1
"Todt Hill","estateliquidation","Estate Liquidation",26,2447,386,3633681,100.022768707,2
"Todt Hill","hometheatreinstallation","Home Theatre Installation",148,2447,3165,3633681,69.4385797872,3
"Todt Hill","securitysystems","Security Systems",148,2447,3645,3633681,60.2944046712,4
"Todt Hill","tvmounting","TV Mounting",148,2447,4731,3633681,46.4538374607,5
"Tompkinsville","srilankan","Sri Lankan",108,1931,329,3633681,617.7210227,1
"Tompkinsville","musicvideo","Music & DVDs",36,1931,506,3633681,133.880248003,2
"Tompkinsville","bbq","Barbeque",108,1931,5642,3633681,36.0209529366,3
"Tompkinsville","tacos","Tacos",24,1931,1548,3633681,29.174593234,4
"Tompkinsville","thrift_stores","Thrift Stores",26,1931,2052,3633681,23.8429789734,5
"Tottenville","carpetinstallation","Carpet Installation",73,1577,1844,3633681,91.2172653395,1
"Tottenville","custommerchandise","Customized Merchandise",18,1577,463,3633681,89.5790843264,2
"Tottenville","damagerestoration","Damage Restoration",73,1577,4547,3633681,36.9924427724,3
"Tottenville","airport_shuttles","Airport Shuttles",149,1577,17433,3633681,19.6937872949,4
"Tottenville","taxis","Taxis",149,1577,20581,3633681,16.6814923431,5
"Tremont","legalservices","Legal Services",666,4521,3788,3633681,141.311188757,1
"Tremont","taxservices","Tax Services",666,4521,14108,3633681,37.9420742141,2
"Tremont","notaries","Notaries",666,4521,14180,3633681,37.7494205228,3
"Tremont","african","African",48,4521,1039,3633681,37.1311141526,4
"Tremont","dominican","Dominican",61,4521,2980,3633681,16.4522712799,5
"Tribeca","videofilmproductions","Video/Film Production",1214,84804,22439,3633681,2.31817196231,1
"Tribeca","homedecor","Home Decor",1249,84804,24644,3633681,2.17160933028,2
"Tribeca","theater","Performing Arts",1247,84804,27050,3633681,1.97528444932,3
"Tribeca","eventplanning","Party & Event Planning",978,84804,23258,3633681,1.80176003381,4
"Tribeca","newamerican","American (New)",1778,84804,44729,3633681,1.70322894308,5
"Tudor City","speech_therapists","Speech Therapists",224,10752,864,3633681,87.6176938657,1
"Tudor City","doorsales","Door Sales/Installation",142,10752,949,3633681,50.568453753,2
"Tudor City","embassy","Embassy",244,10752,2605,3633681,31.654804891,3
"Tudor City","buildingsupplies","Building Supplies",142,10752,1652,3633681,29.0493115082,4
"Tudor City","language_schools","Language Schools",224,10752,5463,3633681,13.857164104,5
"Turtle Bay","embassy","Embassy",1086,39405,2605,3633681,38.4430258639,1
"Turtle Bay","furnitureassembly","Furniture Assembly",540,39405,4358,3633681,11.4262046985,2
"Turtle Bay","couriers","Couriers & Delivery Services",522,39405,10738,3633681,4.48272987585,3
"Turtle Bay","hotels","Hotels",801,39405,18684,3633681,3.95328499141,4
"Turtle Bay","hotels","Hotels",801,39405,18684,3633681,3.95328499141,4
"Turtle Bay","japanese","Japanese",589,39405,13930,3633681,3.89905754232,5
"Unionport","pianoservices","Piano Services",247,5209,2185,3633681,78.8565826705,1
"Unionport","furnitureassembly","Furniture Assembly",247,5209,4358,3633681,39.5368593701,2
"Unionport","autoinsurance","Auto Insurance",90,5209,2687,3633681,23.3650806057,3
"Unionport","spanish","Spanish",134,5209,6463,3633681,14.4631564164,4
"Unionport","latin","Latin American",179,5209,11679,3633681,10.6915288735,5
"University Heights","registrationservices","Registration Services",96,4605,348,3633681,217.675300461,1
"University Heights","african","African",45,4605,1039,3633681,34.1754411815,2
"University Heights","restaurants","Restaurants",101,4605,5327,3633681,14.9608352508,3
"University Heights","dominican","Dominican",49,4605,2980,3633681,12.9746896793,4
"University Heights","insurance","Insurance",96,4605,5941,3633681,12.7505478135,5
"Upper East Side","homestaging","Home Staging",1541,149062,10471,3633681,3.58752001907,1
"Upper East Side","privatetutors","Private Tutors",2395,149062,22216,3633681,2.6279645656,2
"Upper East Side","laundryservices","Laundry Services",1681,149062,16383,3633681,2.50123292137,3
"Upper East Side","skincare","Skin Care",2207,149062,22509,3633681,2.39015456239,4
"Upper East Side","tours","Tours",1641,149062,20613,3633681,1.94065006822,5
"Upper West Side","personal_shopping","Personal Shopping",996,100831,6662,3633681,5.38774997722,1
"Upper West Side","pet_training","Pet Training",1674,100831,14721,3633681,4.0979897201,2
"Upper West Side","specialtyschools","Specialty Schools",1076,100831,9847,3633681,3.9378671194,3
"Upper West Side","c_and_mh","Counseling & Mental Health",1019,100831,9670,3633681,3.79752318112,4
"Upper West Side","interiordesign","Interior Design",2718,100831,32893,3633681,2.97782170443,5
"Utopia","wallpapering","Wallpapering",12,1174,494,3633681,75.1853106098,1
"Utopia","duilawyers","DUI Law",18,1174,840,3633681,66.3241847165,2
"Utopia","tea","Tea Rooms",19,1174,967,3633681,60.8143162171,3
"Utopia","kosher","Kosher",70,1174,4665,3633681,46.4435162716,4
"Utopia","creperies","Creperies",19,1174,1466,3633681,40.1142181323,5
"Van Cortlandt Park","firstaidclasses","First Aid Classes",30,72,299,3633681,5063.65802676,1
"Van Cortlandt Park","cprclasses","CPR Classes",15,72,843,3633681,898.003410439,2
"Van Cortlandt Park","donuts","Donuts",7,72,5818,3633681,60.7209593789,3
"Van Cortlandt Park","venues","Venues & Event Spaces",13,72,23833,3633681,27.5282713744,4
"Van Cortlandt Park","coffee","Coffee & Tea",7,72,41401,3633681,8.53299537853,5
"Van Nest","hookah_bars","Hookah Bars",73,2513,3323,3633681,31.7648514214,1
"Van Nest","soulfood","Soul Food",46,2513,2220,3633681,29.9611974489,2
"Van Nest","mideastern","Middle Eastern",80,2513,5453,3633681,21.2133275936,3
"Van Nest","dominican","Dominican",29,2513,2980,3633681,14.0713590003,4
"Van Nest","autopartssupplies","Auto Parts & Supplies",31,2513,3525,3633681,12.7161862993,5
"Wakefield","roadsideassist","Roadside Assistance",207,4187,1476,3633681,121.710437941,1
"Wakefield","tires","Tires",202,4187,3694,3633681,47.4567852464,2
"Wakefield","hometheatreinstallation","Home Theatre Installation",138,4187,3165,3633681,37.8398328385,3
"Wakefield","securitysystems","Security Systems",138,4187,3645,3633681,32.856809584,4
"Wakefield","tvmounting","TV Mounting",138,4187,4731,3633681,25.3145362363,5
"Washington Heights","handyman","Handyman",346,29971,3320,3633681,12.6352424412,1
"Washington Heights","tvmounting","TV Mounting",288,29971,4731,3633681,7.38048843538,2
"Washington Heights","latin","Latin American",485,29971,11679,3633681,5.03479328759,3
"Washington Heights","pet_training","Pet Training",547,29971,14721,3633681,4.50500811881,4
"Washington Heights","childcare","Child Care & Day Care",332,29971,10086,3633681,3.99084337942,5
"West Brighton","homewindowtinting","Home Window Tinting",137,9696,254,3633681,202.134777959,1
"West Brighton","travelagents","Travel Agents",186,9696,1050,3633681,66.3862040311,2
"West Brighton","vehiclewraps","Vehicle Wraps",137,9696,932,3633681,55.088233478,3
"West Brighton","carwindowtinting","Car Window Tinting",137,9696,1502,3633681,34.1825789624,4
"West Brighton","cabinetry","Cabinetry",333,9696,4054,3633681,30.7832649547,5
"West Farms","roadsideassist","Roadside Assistance",38,1099,1476,3633681,85.1228870296,1
"West Farms","hotdog","Hot Dogs",32,1099,1570,3633681,67.3906168317,2
"West Farms","wholesale_stores","Wholesale Stores",16,1099,1209,3633681,43.7565212679,3
"West Farms","spanish","Spanish",56,1099,6463,3633681,28.6485718312,4
"West Farms","chicken_wings","Chicken Wings",53,1099,8458,3633681,20.7184515642,5
"West Village","home_organization","Home Organization",633,38087,10370,3633681,5.82364624067,1
"West Village","hairstylists","Hair Stylists",507,38087,13934,3633681,3.47138022586,2
"West Village","menscloth","Men's Clothing",680,38087,20267,3633681,3.20102803176,3
"West Village","wine_bars","Wine Bars",513,38087,15538,3633681,3.14986746121,4
"West Village","womenscloth","Women's Clothing",1082,38087,34182,3633681,3.01995048991,5
"Westchester Heights","urgent_care","Urgent Care",148,9528,416,3633681,135.679250024,1
"Westchester Heights","hydrojetting","Hydro-jetting",91,9528,412,3633681,84.2343493984,2
"Westchester Heights","septicservices","Septic Services",91,9528,655,3633681,52.9840487819,3
"Westchester Heights","petphotography","Pet Photography",296,9528,4003,3633681,28.2001339046,4
"Westchester Heights","plumbing","Plumbing",91,9528,1658,3633681,20.9315753632,5
"Westerleigh","balloonservices","Balloon Services",14,1390,39,3633681,938.4160487,1
"Westerleigh","butcher","Butcher",36,1390,903,3633681,104.218963168,2
"Westerleigh","candy","Candy Stores",14,1390,610,3633681,59.9970916382,3
"Westerleigh","servicestations","Gas Stations",26,1390,1659,3633681,40.9693392483,4
"Westerleigh","chocolate","Chocolatiers & Shops",14,1390,1400,3633681,26.1415899281,5
"Whitestone","poolcleaners","Pool Cleaners",129,6499,129,3633681,559.113863671,1
"Whitestone","hottubandpool","Hot Tub & Pool",129,6499,158,3633681,456.49169882,2
"Whitestone","poolservice","Pool & Hot Tub Service",129,6499,343,3633681,210.278974967,3
"Whitestone","landscapearchitects","Landscape Architects",85,6499,383,3633681,124.085322225,4
"Whitestone","snowremoval","Snow Removal",127,6499,793,3633681,89.5428255817,5
"Williamsbridge","religiousitems","Religious Items",140,13629,314,3633681,118.872444623,1
"Williamsbridge","spiritual_shop","Spiritual Shop",140,13629,1114,3633681,33.5062366353,2
"Williamsbridge","psychic_astrology","Supernatural Readings",140,13629,1359,3633681,27.4657451153,3
"Williamsbridge","auto_detailing","Auto Detailing",209,13629,2279,3633681,24.4503323853,4
"Williamsbridge","caribbean","Caribbean",476,13629,8761,3633681,14.4855863349,5
"Williamsburg","bars","Bars",3047,103906,41327,3633681,2.57836706854,1
"Williamsburg","videofilmproductions","Video/Film Production",1615,103906,22439,3633681,2.51695354394,2
"Williamsburg","makeupartists","Makeup Artists",1256,103906,18621,3633681,2.3588091889,3
"Williamsburg","jewelry","Jewelry",1080,103906,17377,3633681,2.17347738642,4
"Williamsburg","photographers","Photographers",1210,103906,20158,3633681,2.09915303445,5
"Willowbrook","commissionedartists","Commissioned Artists",326,3581,1344,3633681,246.127878536,1
"Willowbrook","painters","Painters",326,3581,3159,3633681,104.715374724,2
"Willowbrook","windshieldinstallrepair","Windshield Installation & Repair",43,3581,1087,3633681,40.140371587,3
"Willowbrook","carpetinstallation","Carpet Installation",66,3581,1844,3633681,36.3182986732,4
"Willowbrook","airductcleaning","Air Duct Cleaning",66,3581,3565,3633681,18.7856781917,5
"Windsor Terrace","hydrojetting","Hydro-jetting",141,3480,412,3633681,357.346432457,1
"Windsor Terrace","septicservices","Septic Services",141,3480,655,3633681,224.773633851,2
"Windsor Terrace","wildlifecontrol","Wildlife Control",72,3480,386,3633681,194.765820976,3
"Windsor Terrace","plumbing","Plumbing",141,3480,1658,3633681,88.7977865937,4
"Windsor Terrace","summer_camps","Summer Camps",47,3480,2801,3633681,17.5207342821,5
"Wingate","landscaping","Landscaping",132,1404,1041,3633681,328.173033819,1
"Wingate","herbalshops","Herbal Shops",22,1404,251,3633681,226.844706644,2
"Wingate","gardening","Nurseries & Gardening",132,1404,1931,3633681,176.917725637,3
"Wingate","machinerental","Machine & Tool Rental",15,1404,330,3633681,117.640540016,4
"Wingate","perfume","Perfume",22,1404,488,3633681,116.676273294,5
"Wingate","perfume","Perfume",22,1404,488,3633681,116.676273294,5
"Woodhaven","environmentaltesting","Environmental Testing",126,7467,964,3633681,63.6054248653,1
"Woodhaven","roadsideassist","Roadside Assistance",182,7467,1476,3633681,60.0047564296,2
"Woodhaven","stereo_installation","Car Stereo Installation",186,7467,3020,3633681,29.9713736467,3
"Woodhaven","autocustomization","Auto Customization",186,7467,3089,3633681,29.301893303,4
"Woodhaven","autopartssupplies","Auto Parts & Supplies",186,7467,3525,3633681,25.6776023867,5
"Woodlawn","windowwashing","Window Washing",74,1340,2037,3633681,98.5105378849,1
"Woodlawn","puertorican","Puerto Rican",13,1340,757,3633681,46.5682022516,2
"Woodlawn","carpeting","Carpeting",25,1340,1552,3633681,43.6807705993,3
"Woodlawn","irish_pubs","Irish Pub",20,1340,1622,3633681,33.4365257559,4
"Woodlawn","hotdog","Hot Dogs",13,1340,1570,3633681,22.4535854169,5
"Woodside","vehiclewraps","Vehicle Wraps",176,13351,932,3633681,51.3960517336,1
"Woodside","filipino","Filipino",143,13351,1190,3633681,32.7055967859,2
"Woodside","painters","Painters",319,13351,3159,3633681,27.4836278541,3
"Woodside","cellphoneaccessories","Mobile Phone Accessories",153,13351,3388,3633681,12.2908248917,4
"Woodside","autoglass","Auto Glass Services",189,13351,5562,3633681,9.24834073009,5
